CNTR_CODE,CNTR_BN_CODE
NO,21735
NO,21736
NO,21737
FI,21738
FI,21739
FI,21740
FI,21741
US,21742
NO,21743
FI,21744
SE,21745
FI,21746
FI,21747
NO,21748
FI,21749
NO,21750
NO,21751
FI,21752
FI,21753
GL,21754
FI,21755
NO,21756
FI,21757
NO,21758
NO,21759
NO,21760
FI,21761
CA,21762
FI,21763
FI,21764
NO,21765
FI,21766
FI,21767
FI,21768
FI,21769
NO,21770
CA,21771
FI,21772
FI,21773
FI,21774
FI,21775
FI,21776
FI,21777
FI,21778
FI,21779
FI,21780
FI,21781
FI,21782
GL,21783
FI,21784
NO,21785
FI,21786
NO,21787
SE,21788
NO,21789
NO,21790
US,21791
FI,21792
FI,21793
NO,21794
NO,21795
NO,21796
FI,21797
FI,21798
FI,21799
FI,21800
FI,21801
FI,21802
NO,21803
FI,21804
US,21805
FI,21806
NO,21807
FI,21808
FI,21809
FI,21810
NO,21811
FI,21812
NO,21813
FI,21814
GL,21815
FI,21816
FI,21817
FI,21818
NO,21819
FI,21820
NO,21821
NO,21822
CA,21823
FI,21824
FI,21825
FI,21826
CA,21827
FI,21828
FI,21829
FI,21830
FI,21831
GL,21832
US,21833
FI,21834
FI,21835
FI,21836
FI,21837
GL,21838
FI,21839
FI,21840
FI,21841
CA,21842
FI,21843
FI,21844
FI,21845
FI,21846
FI,21847
GL,21848
FI,21849
FI,21850
FI,21851
FI,21852
FI,21853
GL,21854
FI,21855
GL,21856
CA,21857
FI,21858
CA,21859
NO,21860
FI,21861
US,21862
GL,21863
FI,21864
FI,21865
GL,21866
CA,21867
GL,26330
CA,26331
CA,26332
CA,26333
CA,26334
CA,26335
CA,26336
CA,26337
CA,26338
CA,26339
CA,26340
CA,26341
CA,26342
CA,26343
CA,26344
CA,26345
CA,26346
CA,26347
CA,26348
NO,26349
NO,26350
GL,26351
CA,26352
GL,26353
CA,26354
CA,26355
CA,26356
NO,26357
CA,26358
CA,26359
CA,26360
CA,26361
CA,26362
CA,26363
CA,26364
CA,26365
CA,26366
CA,26367
CA,26368
CA,26369
CA,26370
CA,26371
GL,26372
CA,26373
CA,26374
CA,26375
CA,26376
CA,26377
CA,26378
GL,26379
CA,26380
GL,26381
GL,26382
GL,26383
CA,26384
CA,26385
CA,26386
CA,26387
CA,26388
CA,26389
CA,26390
CA,26391
CA,26392
GL,26393
CA,26394
NO,26395
CA,26396
CA,26397
GL,26398
CA,26399
GL,26400
GL,26401
GL,26402
CA,26403
CA,26404
CA,26405
GL,26406
CA,26407
CA,26408
CA,26409
CA,26410
GL,26411
GL,26412
CA,26413
NO,26414
GL,26415
CA,26416
CA,26417
CA,26418
NO,26419
CA,26420
GL,26421
CA,26422
CA,26423
CA,26424
NO,26425
CA,26426
CA,26427
GL,26428
CA,26429
CA,26430
CA,26431
GL,26432
GL,26433
GL,26434
CA,26435
CA,26436
GL,26437
GL,26438
CA,26439
CA,26440
CA,26441
CA,26442
CA,26443
CA,26444
CA,26445
NO,26446
CA,26447
NO,26448
GL,26449
CA,26450
CA,26451
CA,26452
NO,26453
NO,26454
GL,26455
CA,26456
GL,26457
CA,26458
CA,26459
NO,26460
CA,26461
CA,26462
GL,26463
GL,26464
CA,26465
GL,26466
CA,26467
CA,26468
CA,26469
CA,26470
CA,26471
CA,26472
NO,26473
CA,26474
CA,26475
GL,26476
CA,26477
CA,26478
CA,26479
CA,26480
CA,26481
GL,26482
CA,26483
NO,26484
CA,26485
CA,26486
CA,26487
CA,26488
GL,26489
CA,26490
NO,26491
CA,26492
GL,26493
CA,26494
CA,26495
CA,26496
GL,26497
CA,26498
CA,26499
CA,26500
CA,26501
CA,26502
CA,26503
GL,26504
CA,26505
CA,26506
CA,26507
CA,26508
GL,26509
GL,26510
CA,26511
GL,26512
CA,26513
GL,26514
CA,26515
CA,26516
CA,26517
CA,26518
GL,26519
CA,26520
CA,26521
GL,26522
CA,26523
CA,26524
CA,26525
CA,26526
CA,26527
CA,26528
NO,26529
CA,26530
SE,26531
CA,26532
GL,26533
CA,26534
NO,26535
CA,26536
RU,26537
NO,26538
NO,26539
CA,26540
CA,26541
CA,26542
NO,26543
NO,26544
RU,26545
NO,26546
NO,26547
CA,26548
CA,26549
GL,26550
CA,26551
CA,26552
CA,26553
CA,26554
CA,26555
CA,26556
GL,26557
CA,26558
CA,26559
CA,26560
CA,26561
CA,26562
CA,26563
GL,26564
CA,26565
CA,26566
CA,26567
CA,26568
CA,26569
CA,26570
CA,26571
GL,26572
GL,26573
CA,26574
GL,26575
CA,26576
RU,26577
NO,26578
GL,26579
GL,26580
RU,26581
NO,26582
CA,26583
GL,26584
CA,26585
GL,26586
CA,26587
CA,26588
CA,26589
GL,26590
CA,26591
CA,26592
CA,26593
CA,26594
RU,26595
NO,26596
CA,26597
CA,26598
RU,26599
CA,26600
CA,26601
GL,26602
GL,26603
CA,26604
GL,26605
GL,26606
NO,26607
GL,26608
CA,26609
CA,26610
GL,26611
CA,26612
CA,26613
RU,26614
NO,26615
CA,26616
CA,26617
CA,26618
CA,26619
CA,26620
CA,26621
RU,26622
CA,26623
GL,26624
GL,26625
CA,26626
CA,26627
CA,26628
CA,26629
CA,26630
CA,26631
CA,26632
GL,26633
GL,26634
RU,26635
CA,26636
CA,26637
CA,26638
CA,26639
CA,26640
GL,26641
CA,26642
CA,26643
GL,26644
CA,26645
CA,26646
CA,26647
CA,26648
CA,26649
NO,26650
GL,26651
CA,26652
CA,26653
CA,26654
RU,26655
CA,26656
GL,26657
CA,26658
CA,26659
CA,26660
GL,26661
GL,26662
GL,26663
CA,26664
CA,26665
RU,26666
GL,26667
CA,26668
CA,26669
CA,26670
CA,26671
CA,26672
CA,26673
GL,26674
NO,26675
NO,26676
CA,26677
CA,26678
CA,26679
CA,26680
CA,26681
CA,26682
CA,26683
GL,26684
GL,26685
CA,26686
CA,26687
RU,26688
CA,26689
NO,26690
GL,26691
CA,26692
CA,26693
CA,26694
CA,26695
CA,26696
CA,26697
CA,26698
CA,26699
CA,26700
CA,26701
CA,26702
NO,26703
NO,26704
CA,26705
CA,26706
CA,26707
CA,26708
CA,26709
GL,26710
CA,26711
CA,26712
RU,26713
GL,26714
CA,26715
NO,26716
CA,26717
CA,26718
CA,26719
CA,26720
CA,26721
NO,26722
CA,26723
NO,26724
NO,26725
CA,26726
NO,26727
NO,26728
CA,26729
GL,26730
NO,26731
GL,26732
GL,26733
GL,26734
NO,26735
CA,26736
GL,26737
CA,26738
CA,26739
CA,26740
CA,26741
CA,26742
RU,26743
CA,26744
CA,26745
CA,26746
NO,26747
CA,26748
CA,26749
RU,26750
GL,26751
CA,26752
CA,26753
CA,26754
CA,26755
CA,26756
GL,26757
US,26758
CA,26759
CA,26760
GL,26761
CA,26762
CA,26763
CA,26764
CA,26765
CA,26766
CA,26767
GL,26768
CA,26769
CA,26770
CA,26771
NO,26772
CA,26773
CA,26774
US,26775
CA,24544
GL,24545
GL,24546
GL,24547
CA,24548
CA,24549
CA,24550
CA,24551
CA,24552
FI,24553
CA,24554
GL,24555
FI,24556
GL,24557
GL,24558
CA,24560
GL,24561
CA,24562
CA,24563
NO,24564
NO,24565
NO,24566
CA,24567
GL,24568
CA,24569
CA,24570
CA,24571
CA,24572
GL,24573
CA,24574
CA,24575
CA,24576
CA,24577
CA,24578
FI,24579
CA,24580
CA,24581
CA,24582
CA,24583
CA,24584
CA,24585
CA,24586
CA,24587
GL,24588
CA,24589
NO,24590
GL,24591
CA,24592
NO,24593
CA,24594
GL,24595
CA,24596
NO,24597
GL,24598
CA,24599
NO,24600
CA,24601
CA,24602
NO,24603
SE,24604
CA,24605
CA,24606
CA,24607
CA,24608
NO,24609
CA,24610
CA,24611
CA,24612
GL,24613
NO,24614
CA,24615
GL,24616
CA,24617
CA,24618
CA,24619
CA,24620
CA,24621
CA,24622
CA,24623
CA,24624
CA,24625
CA,24626
CA,24627
NO,24628
NO,24629
GL,24630
CA,24631
CA,24632
NO,24633
CA,24634
CA,24635
CA,24636
NO,24637
GL,24638
CA,24639
CA,24640
GL,24641
GL,24642
CA,24643
CA,24644
CA,24645
CA,24646
GL,24647
CA,24648
GL,24649
FI,24650
GL,24651
CA,24652
CA,24653
NO,24654
CA,24655
CA,24656
FI,24657
CA,24658
CA,24659
FI,24660
CA,24661
CA,24662
FI,24663
CA,24664
CA,24665
CA,24666
GL,24667
CA,24668
CA,24669
CA,24670
CA,24671
CA,24672
CA,24673
CA,24674
GL,24675
NO,24676
CA,24677
CA,24678
GL,24679
CA,24680
CA,24681
GL,24682
GL,24683
GL,24684
CA,24685
GL,24686
CA,24687
CA,24688
GL,24689
CA,24690
CA,24691
CA,24692
CA,24693
CA,24694
GL,24695
CA,24696
CA,24697
CA,24698
NO,24699
CA,24700
FI,24701
CA,24702
GL,24703
CA,24704
CA,24705
IS,24706
CA,24707
NO,24708
CA,24709
CA,24710
CA,24711
GL,24712
CA,24713
CA,24714
IS,24715
GL,24716
NO,24717
CA,24718
CA,24719
CA,24720
NO,24721
SE,24722
CA,24723
GL,24724
CA,24725
NO,24726
CA,24727
CA,24728
SE,24729
CA,24730
CA,24731
CA,24732
CA,24733
GL,24734
CA,24735
FI,24736
CA,24737
CA,24738
CA,24739
CA,24740
CA,24741
NO,24742
CA,24743
CA,24744
CA,24745
GL,24746
CA,24747
GL,24748
CA,24749
CA,24750
CA,24751
CA,24752
CA,24753
CA,24754
CA,24755
CA,24756
CA,24757
CA,24758
CA,24759
CA,24760
CA,24761
CA,24762
CA,24763
CA,24764
CA,24765
GL,24766
NO,24767
CA,24768
CA,24769
GL,24770
CA,24771
CA,24772
CA,24773
NO,24774
CA,24775
CA,24776
CA,24777
CA,24778
GL,24779
CA,24780
CA,24781
CA,24782
GL,24783
CA,24784
GL,24785
CA,24786
CA,24787
NO,24788
CA,24789
CA,24790
GL,24791
NO,24792
CA,24793
CA,24794
CA,24795
CA,24796
CA,24797
CA,24798
CA,24799
CA,24800
CA,24801
CA,24802
GL,24803
CA,24804
GL,24805
GL,24806
CA,24807
CA,24808
CA,24809
CA,24810
CA,24811
CA,24812
CA,24813
GL,24814
NO,24815
CA,24816
GL,24817
NO,24818
CA,24819
GL,24820
GL,24821
CA,24822
CA,24823
CA,24824
CA,24825
GL,24826
GL,24827
GL,24828
CA,24829
CA,24830
CA,24831
CA,24832
GL,24833
CA,24834
CA,24835
GL,24836
CA,24837
CA,24838
GL,24839
CA,24840
GL,24841
GL,24842
CA,24843
NO,24844
GL,24845
CA,24846
GL,24847
CA,24848
CA,24849
NO,24850
CA,24851
CA,24852
CA,24853
CA,24854
CA,24855
CA,24856
CA,24857
CA,24858
CA,24859
CA,24860
CA,24861
CA,24862
SE,24863
CA,24864
CA,24865
CA,24866
CA,24867
CA,24868
CA,24869
CA,24870
CA,24871
CA,24872
CA,24873
CA,24874
NO,24875
CA,24876
CA,24877
CA,24878
CA,24879
CA,24880
CA,24881
CA,24882
CA,24883
US,24884
CA,24885
CA,24886
CA,24887
US,24888
CA,24889
CA,24890
IS,24891
CA,24892
CA,24893
GL,24894
GL,24895
GL,24896
NO,24897
NO,24898
CA,24899
GL,24900
CA,24901
US,24902
GL,24903
GL,24904
US,24905
IS,24906
GL,24907
NO,24908
GL,24909
NO,24910
CA,24911
CA,24912
NO,24913
CA,24914
CA,24915
US,24916
CA,24917
CA,24918
CA,24919
GL,24920
NO,24921
NO,24922
CA,24923
GL,24924
CA,24925
CA,24926
CA,24927
CA,24928
CA,24929
CA,24930
NO,24931
CA,24932
CA,24933
CA,24934
IS,24935
IS,24936
NO,24937
CA,24938
GL,24939
CA,24940
NO,24941
NO,24942
CA,24943
US,24944
GL,24945
NO,24946
NO,24947
CA,24948
SE,24949
CA,24950
CA,24951
GL,24952
GL,24953
NO,24954
CA,24955
IS,24956
CA,24957
NO,24958
CA,24959
NO,24960
IS,24961
IS,24962
CA,24963
NO,24964
CA,24965
GL,24966
NO,24967
NO,24968
US,24969
GL,24970
NO,24971
CA,24972
CA,24973
CA,24974
NO,24975
GL,24976
IS,24977
CA,24978
GL,24979
CA,24980
CA,24981
NO,24982
CA,24983
NO,24984
NO,24985
GL,24986
GL,24987
GL,24988
NO,24989
CA,24990
RU,24991
GL,24992
CA,24993
FI,24994
CA,24995
NO,24996
NO,24997
CA,24998
CA,24999
SE,25000
FI,25001
GL,25002
GL,25003
CA,25004
NO,25005
CA,25006
GL,25007
NO,25008
GL,25009
CA,25010
GL,25011
GL,25012
CA,25013
RU,25014
IS,25015
GL,25016
NO,25017
GL,25018
CA,25019
NO,25020
GL,25021
GL,25022
GL,25023
NO,25024
NO,25025
CA,25026
GL,25027
NO,25028
NO,25029
NO,25030
CA,25031
NO,25032
NO,25033
GL,25034
RU,25035
SE,25036
NO,25037
NO,25038
NO,25039
NO,25040
SE,25041
NO,25042
GL,25043
NO,25044
GL,25045
NO,25046
NO,25047
NO,25048
NO,25049
NO,25050
NO,25051
GL,25052
SE,25053
NO,25054
NO,25055
RU,25056
SE,25057
GL,25058
GL,25059
CA,25060
GL,25061
NO,25062
CA,25063
CA,25064
CA,25065
GL,25066
FI,25067
CA,25068
NO,25069
NO,25070
NO,25071
CA,25072
NO,25073
NO,25074
CA,25075
GL,25076
NO,25077
GL,25078
NO,25079
NO,25080
NO,25081
US,25082
GL,25083
GL,25084
NO,25085
CA,25086
GL,25087
NO,25088
CA,25089
NO,25090
NO,25091
NO,25092
NO,25093
SE,25094
GL,25095
GL,25096
NO,25097
FI,25098
GL,25099
GL,25100
IS,25101
FI,25102
NO,25103
NO,25104
GL,25105
NO,25106
GL,25107
GL,25108
GL,25109
GL,25110
GL,25111
GL,25112
SE,25113
GL,25114
SE,25115
GL,25116
GL,25117
GL,25118
CA,25119
IS,25120
CA,25121
NO,25122
IS,25123
IS,25124
GL,25125
CA,25126
IS,25127
GL,25128
GL,25129
IS,25130
FI,25131
GL,25132
NO,25133
GL,25134
FI,25135
SE,25136
GL,25137
SE,25138
GL,25139
FI,25140
CA,25141
FI,25142
GL,25143
CA,25144
NO,25145
IS,25146
IS,25147
NO,25148
NO,25149
IS,25150
FI,25151
IS,25152
SE,25153
NO,25154
CA,25155
GL,25156
SE,25157
IS,25158
IS,25159
CA,25160
CA,25161
GL,25162
CA,25163
CA,25164
GL,25165
CA,25166
IS,25167
CA,25168
GL,25169
GL,25170
SE,25171
RU,25172
IS,25173
CA,25174
NO,25175
SE,25176
NO,25177
NO,25178
GL,25179
CA,25180
GL,25181
NO,25182
GL,25183
GL,25184
GL,25185
CA,25186
GL,25187
SE,25188
NO,25189
GL,25190
NO,25191
GL,25192
CA,25193
GL,25194
GL,25195
CA,25196
FI,25197
NO,25198
CA,25199
CA,25200
CA,25201
FI,25202
GL,25203
SE,25204
GL,25205
CA,25206
CA,25207
CA,25208
CA,25209
IS,25210
FI,25211
GL,25212
CA,25213
CA,25214
GL,25215
NO,25216
SE,25217
CA,25218
GL,25219
SE,25220
GL,25221
CA,25222
CA,25223
NO,25224
CA,25225
SE,25226
CA,25227
SE,25228
CA,25229
CA,25230
GL,25231
SE,25232
SE,25233
CA,25234
SE,25235
GL,25236
GL,25237
CA,25238
GL,25239
SE,25240
NO,25241
IS,25242
IS,25243
CA,25244
SE,25245
FI,25246
SE,25247
CA,25248
GL,25249
SE,25250
CA,25251
GL,25252
CA,25253
GL,25254
SE,25255
GL,25256
SE,25257
NO,25258
CA,25259
SE,25260
SE,25261
SE,25262
GL,25263
CA,25264
SE,25265
GL,25266
SE,25267
CA,25268
CA,25269
CA,25270
SE,25271
CA,25272
FI,25273
GL,25274
CA,25275
FI,25276
CA,25277
CA,25278
CA,25279
GL,25280
GL,25281
SE,25282
CA,25283
GL,25284
NO,25285
CA,25286
CA,25287
GL,25288
CA,25289
CA,25290
GL,25291
CA,25292
CA,25293
CA,25294
GL,25295
NO,25296
GL,25297
CA,25298
CA,25299
SE,25300
SE,25301
CA,25302
RU,25303
GL,25304
CA,25305
GL,25306
GL,25307
CA,25308
SE,25309
CA,25310
SE,25311
NO,25312
NO,25313
CA,25314
SE,25315
GL,25316
CA,25317
CA,25318
RU,25319
GL,25320
SE,25321
NO,25322
GL,25323
GL,25324
CA,25325
SE,25326
FI,25327
SE,25328
GL,25329
GL,25330
GL,25331
GL,25332
GL,25333
NO,25334
GL,25335
CA,25336
CA,25337
SE,25338
CA,25339
SE,25340
CA,25341
SE,25342
GL,25343
SE,25344
GL,25345
GL,25346
SE,25347
GL,25348
GL,25349
CA,25350
GL,25351
GL,25352
CA,25353
SE,25354
SE,25355
NO,25356
CA,25357
RU,25358
GL,25359
CA,25360
CA,25361
CA,25362
GL,25363
GL,25364
SE,25365
SE,25366
GL,25367
SE,25368
SE,25369
CA,25370
GL,25371
SE,25372
CA,25373
CA,25374
SE,25375
NO,25376
GL,25377
GL,25378
CA,25379
CA,25380
CA,25381
SE,25382
CA,25383
CA,25384
SE,25385
GL,25386
GL,25387
GL,25388
GL,25389
CA,25390
CA,25391
GL,25392
GL,25393
GL,25394
CA,25395
SE,25396
CA,25397
GL,25398
SE,25399
CA,25400
SE,25401
CA,25402
CA,25403
GL,25404
SE,25405
SE,25406
FI,25407
SE,25408
CA,25409
CA,25410
SE,25411
FI,25412
SE,25413
GL,25414
CA,25415
GL,25416
GL,25417
GL,25418
CA,25419
SE,25420
FI,25421
GL,25422
GL,25423
FI,25424
CA,25425
FI,25426
GL,25427
SE,25428
CA,25429
FI,25430
CA,25431
GL,25432
SE,25433
NO,25434
SE,25435
GL,25436
NO,23206
NO,23207
NO,23208
GL,23209
CA,23210
NO,23211
NO,23212
NO,23213
GL,23214
SE,23215
CA,23216
NO,23217
GL,23218
SE,23219
US,23220
FI,23221
NO,23222
GL,23223
CA,23224
NO,23225
NO,23226
NO,23227
NO,23228
CA,23229
FI,23230
FI,23231
NO,23232
FI,23233
FI,23234
NO,23235
FI,23236
NO,23237
GL,23238
NO,23239
FI,23240
NO,23241
CA,23242
NO,23243
SE,23244
CA,23245
SE,23246
SE,23247
FI,23248
GL,23249
GL,23250
GL,23251
GL,23252
NO,23253
GL,23254
GL,23255
NO,23256
CA,23257
NO,23258
GL,23259
FI,23260
NO,23261
NO,23262
CA,23263
CA,23264
FI,23265
NO,23266
GL,23267
CA,23268
NO,23269
CA,23270
SE,23271
FI,23272
NO,23273
NO,23274
GL,23275
GL,23276
CA,23277
SE,23278
FI,23279
NO,23280
CA,23281
FI,23282
CA,23283
NO,23284
CA,23285
CA,23286
NO,23287
CA,23288
FI,23289
CA,23290
CA,23291
FI,23292
FI,23293
CA,23294
FI,23295
NO,23296
CA,23297
CA,23298
CA,23299
GL,23300
GL,23301
RU,23302
CA,23303
CA,23304
FI,23305
CA,23306
RU,23307
CA,23308
CA,23309
NO,23310
CA,23311
NO,23312
NO,23313
CA,23314
SE,23315
CA,23316
GL,23317
SE,23318
CA,23319
SE,23320
NO,23321
GL,23322
CA,23323
GL,23324
SE,23325
SE,23326
SE,23327
SE,23328
NO,23329
NO,23330
GL,23331
NO,23332
NO,23333
SE,23334
CA,23335
SE,23336
NO,23337
NO,23338
RU,23339
NO,23340
CA,23341
SE,23342
CA,23343
CA,23344
GL,23345
SE,23346
NO,23347
NO,23348
NO,23349
CA,23350
SE,23351
NO,23352
FI,23353
NO,23354
NO,23355
CA,23356
NO,23357
FI,23358
FO,23359
NO,23360
GL,23361
FI,23362
FI,23363
NO,23364
GL,23365
FO,23366
SE,23367
SE,23368
NO,23369
SE,23370
GL,23371
GL,23372
CA,23373
GL,23374
CA,23375
FI,23376
CA,23377
CA,23378
CA,23379
CA,23380
FI,23381
FI,23382
CA,23383
GL,23384
GL,23385
GL,23386
GL,23387
SE,23388
GL,23389
US,23390
CA,23391
CA,23392
CA,23393
CA,23394
GL,23395
GL,23396
FO,23397
CA,23398
GL,23399
CA,23400
NO,23401
CA,23402
CA,23403
GL,23404
SE,23405
CA,23406
CA,23407
CA,23408
CA,23409
FI,23410
GL,23411
CA,23412
CA,23413
GL,23414
CA,23415
GL,23416
FO,23417
NO,23418
GL,23419
GL,23420
CA,23421
GL,23422
CA,23423
GL,23424
CA,23425
GL,23426
CA,23427
CA,23428
NO,23429
FO,23430
NO,23431
GL,23432
CA,23433
CA,23434
CA,23435
CA,23436
CA,23437
GL,23438
NO,23439
FI,23440
CA,23441
CA,23442
CA,23443
GL,23444
CA,23445
GL,23446
GL,23447
CA,23448
CA,23449
CA,23450
NO,23451
CA,23452
NO,23453
NO,23454
GL,23455
US,23456
GL,23457
NO,23458
US,23459
CA,23460
NO,23461
CA,23462
FI,23463
CA,23464
CA,23465
CA,23466
CA,23467
GL,23468
CA,23469
CA,23470
CA,23471
CA,23472
CA,23473
CA,23474
SE,23475
GL,23476
SE,23477
FO,23478
CA,23479
CA,23480
CA,23481
NO,23482
CA,23483
CA,23484
FO,23485
CA,23486
CA,23487
CA,23488
CA,23489
CA,23490
SE,23491
CA,23492
NO,23493
FO,23494
NO,23495
CA,23496
CA,23497
NO,23498
CA,23499
CA,23500
CA,23501
CA,23502
NO,23503
GL,23504
CA,23505
CA,23506
CA,23507
CA,23508
CA,23509
GL,23510
GL,23511
CA,23512
CA,23513
CA,23514
FI,23515
CA,23516
CA,23517
CA,23518
CA,23519
CA,23520
CA,23521
CA,23522
CA,23523
FO,23524
FI,23525
GL,23526
CA,23527
CA,23528
CA,23529
FO,23530
CA,23531
GL,23532
CA,23533
CA,23534
CA,23535
CA,23536
FI,23537
FO,23538
CA,23539
CA,23540
CA,23541
CA,23542
CA,23543
CA,23544
FO,23545
CA,23546
CA,23547
CA,23548
GL,23549
SE,23550
GL,23551
CA,23552
CA,23553
CA,23554
CA,23555
CA,23556
NO,23557
CA,23558
NO,23559
GL,23560
SE,23561
GL,23562
NO,23563
NO,23564
NO,23565
GL,23566
CA,23567
CA,23568
CA,23569
CA,23570
NO,23571
NO,23572
CA,23573
GL,23574
CA,23575
CA,23576
NO,23577
GL,23578
FO,23579
CA,23580
FO,23581
GL,23582
FI,23583
FI,23584
GL,23585
CA,23586
CA,23587
CA,23588
GL,23589
NO,23590
GL,23591
NO,23592
RU,23593
FO,23594
NO,23595
FO,23596
FI,23597
CA,23598
GL,23599
CA,23600
GL,23601
NO,23602
FO,23603
CA,23604
NO,23605
NO,23606
GL,23607
FI,23608
GL,23609
CA,23610
CA,23611
FO,23612
FI,23613
FI,23614
SE,23615
CA,23616
SE,23617
CA,23618
GL,23619
NO,23620
GL,23621
CA,23622
FI,23623
GL,23624
SE,23625
CA,23626
US,23627
SE,23628
NO,23629
NO,23630
CA,23631
NO,23632
CA,23633
CA,23634
GL,23635
NO,23636
NO,23637
SE,23638
CA,23639
NO,23640
CA,23641
CA,23642
CA,23643
NO,23644
NO,23645
CA,23646
CA,23647
US,23648
CA,23649
CA,23650
CA,23651
NO,23652
CA,23653
NO,23654
CA,23655
NO,23656
CA,23657
CA,23658
CA,23659
SE,23660
NO,23661
CA,23662
GL,23663
NO,23664
CA,23665
SE,23666
FI,23667
CA,23668
SE,23669
FI,23670
US,23671
NO,23672
CA,23673
CA,23674
CA,23675
NO,23676
CA,23677
US,23678
GL,23679
GL,23680
NO,23681
CA,23682
FI,23683
GL,23684
US,23685
CA,23686
NO,23687
CA,23688
CA,23689
CA,23690
US,23691
CA,23692
GL,23693
US,23694
GL,23695
GL,23696
FI,23697
CA,23698
GL,23699
GL,23700
CA,23701
CA,23702
GL,23703
FI,23704
CA,23705
US,23706
NO,23707
US,23708
GL,23709
US,23710
CA,23711
NO,23712
US,23713
CA,23714
NO,23715
GL,23716
CA,23717
GL,23718
CA,23719
CA,23720
GL,23721
GL,23722
GL,23723
CA,23724
US,23725
GL,23726
GL,23727
US,23728
CA,23729
GL,23730
GL,23731
GL,23732
US,23733
SE,23734
FI,23735
GL,23736
CA,23737
NO,23738
NO,23739
NO,23740
US,23741
NO,23742
GL,23743
CA,23744
NO,23745
NO,23746
CA,23747
GL,23748
CA,23749
CA,23750
NO,23751
CA,23752
GL,23753
US,23754
NO,23755
NO,23756
NO,23757
US,23758
CA,23759
GL,23760
NO,23761
SE,23762
CA,23763
GL,23764
CA,23765
CA,23766
US,23767
CA,23768
FI,23769
CA,23770
NO,23771
GL,23772
CA,23773
CA,23774
SE,23775
GL,23776
CA,23777
CA,23778
GL,23779
CA,23780
CA,23781
CA,23782
CA,23783
CA,23784
SE,23785
US,23786
NO,23787
NO,23788
CA,23789
SE,23790
CA,23791
GL,23792
CA,23793
CA,23794
GL,23795
US,23796
CA,23797
US,23798
US,23799
GL,23800
NO,23801
CA,23802
GL,23803
US,23804
GL,23805
GL,23806
CA,23807
CA,23808
CA,23809
CA,23810
CA,23811
NO,23812
NO,23813
NO,23814
GL,23815
US,23816
CA,23817
GL,23818
NO,23819
CA,23820
NO,23821
SE,23822
CA,23823
CA,23824
CA,23825
NO,23826
GL,23827
GL,23828
GL,23829
CA,23830
NO,23831
CA,23832
SE,23833
FI,23834
CA,23835
CA,23836
CA,23837
CA,23838
GL,23839
CA,23840
GL,23841
SE,23842
US,23843
NO,23844
CA,23845
SE,23846
GL,23847
GL,23848
CA,23849
GL,23850
GL,23851
CA,23852
CA,23853
SE,23854
CA,23855
US,23856
GL,23857
SE,23858
FI,23859
CA,23860
CA,23861
CA,23862
GL,23863
CA,23864
FI,23865
US,23866
CA,23867
GL,23868
CA,23869
NO,23870
CA,23871
CA,23872
CA,23873
GL,23874
CA,23875
FI,23876
GL,23877
GL,23878
FI,23879
GL,23880
CA,23881
FI,23882
GL,23883
NO,23884
CA,23885
US,23886
CA,23887
CA,23888
FI,23889
CA,23890
GL,23891
FI,23892
FI,23893
CA,23894
CA,23895
FI,23896
CA,23897
SE,23898
CA,23899
GL,23900
US,23901
US,23902
FI,23903
CA,23904
CA,23905
CA,23906
GL,23907
CA,23908
GL,23909
GL,23910
GL,23911
CA,23912
NO,23913
FI,23914
US,23915
GL,23916
FI,23917
FI,23918
GL,23919
FI,23920
CA,23921
CA,23922
FI,23923
CA,23924
FI,23925
GL,23926
FI,23927
FI,23928
GL,23929
US,23930
FI,23931
SE,23932
US,23933
CA,23934
NO,23935
CA,23936
FI,23937
FI,23938
CA,23939
GL,23940
CA,23941
SE,23942
US,23943
CA,23944
GL,23945
SE,23946
NO,23947
US,23948
CA,23949
FI,23950
FI,23951
GL,23952
US,23953
US,23954
FI,23955
FI,23956
NO,23957
GL,23958
GL,23959
SE,23960
NO,23961
US,23962
US,23963
FI,23964
SE,23965
SE,23966
US,23967
SE,23968
US,23969
NO,23970
SE,23971
FI,23972
FI,23973
CA,23974
FI,23975
SE,23976
NO,23977
GL,23978
FI,23979
NO,23980
GL,23981
GL,23982
GL,23983
GL,23984
US,23985
NO,23986
GL,23987
CA,23988
GL,23989
FI,23990
FI,23991
GL,23992
FI,23993
NO,23994
GL,23995
CA,23996
GL,23997
NO,23998
US,23999
GL,24000
NO,24001
NO,24002
CA,24003
NO,24004
US,24005
CA,24006
US,24007
NO,24008
FI,24009
US,24010
FI,24011
FI,24012
GL,24013
FI,24014
SE,24015
FI,24016
SE,24017
NO,24018
CA,24019
GL,24020
SE,24021
NO,24022
GL,24023
FI,24024
US,24025
NO,24026
CA,24027
FI,24028
GL,24029
GL,24030
US,24031
GL,24032
GL,24033
SE,24034
US,24035
FI,24036
FI,24037
SE,24038
GL,24039
NO,24040
US,24041
SE,24042
GL,24043
FI,24044
NO,24045
SE,24046
FI,24047
GL,24048
NO,24049
SE,24050
US,24051
SE,24052
GL,24053
SE,24054
FI,24055
GL,24056
CA,24057
CA,24058
GL,24059
NO,24060
GL,24061
CA,24062
GL,24063
CA,24064
US,24065
GL,24066
CA,24067
GL,24068
SE,24069
NO,24070
NO,24071
CA,24072
CA,24073
SE,24074
CA,24075
